fecha,T2M,PRECTOTCORR,PS,RH2M,WS2M,ALLSKY_SFC_SW_DWN,CLOUD_AMT
2002040100,7.32,1.67,73.9,95.67,0.27,0,96.15
2002040101,7.17,1.16,73.85,95.43,0.15,0,95.43
2002040102,7.01,0.75,73.8,95.95,0.36,0,94.7
2002040103,6.83,0.49,73.77,96.39,0.4,0,93.96
2002040104,6.72,0.34,73.77,96.17,0.4,0,93.17
2002040105,6.59,0.2,73.79,96.34,0.43,0,71.52
2002040106,6.79,0.14,73.83,96.98,0.47,9.7,63.32
2002040107,8.61,0.1,73.86,91.57,1.39,162.2,51.87
2002040108,11.12,0,73.88,83.26,2.35,383.77,45.12
2002040109,14.44,0,73.87,68.97,3.01,599.35,37.83
2002040110,17.43,0,73.83,57.46,3.58,799.85,32.58
2002040111,19.49,0,73.76,51.69,4.13,929.67,29.56
2002040112,20.46,0,73.68,49.65,4.57,965.55,38.21
2002040113,20.66,0,73.6,49.8,4.83,827.65,5.84
2002040114,20.15,0,73.53,51.84,4.86,725.55,39.96
2002040115,19.17,0,73.48,55.43,4.7,496.9,58.83
2002040116,17.91,0,73.48,60.03,4.32,323.1,55.33
2002040117,16.1,0,73.51,67.49,3.6,124.1,54.16
2002040118,13.57,0,73.55,81.97,1.85,4.65,54.75
2002040119,12.26,0,73.6,89.13,1.23,0,52.48
2002040120,11.42,0,73.67,92.82,0.89,0,24.01
2002040121,10.73,0,73.71,95.78,0.57,0,13.19
2002040122,10.11,0,73.72,98.33,0.42,0,5
2002040123,9.48,0,73.7,100,0.38,0,7.06
2002040200,9.01,0,73.65,100,0.37,0,8.83
2002040201,8.79,0,73.61,100,0.38,0,10.34
2002040202,8.62,0,73.57,97.53,0.47,0,11.71
2002040203,8.32,0,73.56,95.46,0.61,0,11.22
2002040204,7.88,0,73.57,94.31,0.73,0,10.44
2002040205,7.45,0,73.61,91.62,0.89,0,5.83
2002040206,7.77,0,73.67,84.15,0.94,13.6,5.05
2002040207,11.71,0,73.72,64.55,1.33,213.48,4.74
2002040208,15.83,0,73.76,50.58,1.71,478.73,4.11
2002040209,19.07,0,73.77,45.32,2.32,715.65,3.49
2002040210,21.26,0.01,73.76,42.12,2.86,899.7,1.15
2002040211,22.78,0.15,73.71,40.48,3.32,1008.22,1.14
2002040212,23.68,0.79,73.65,40.18,3.72,1042.05,1.44
2002040213,23.87,1.54,73.59,41.35,4.06,988.92,1.74
2002040214,23.31,1.73,73.53,43.67,4.24,865.47,2.04
2002040215,22.27,1.3,73.52,46.59,4.21,669.92,2.34
2002040216,20.8,0.72,73.54,50.67,4.09,432.9,1.85
2002040217,18.55,0.37,73.6,59.68,3.46,170.98,1.36
2002040218,15.28,0.22,73.68,77.55,1.76,5.38,0.87
2002040219,13.75,0.2,73.77,85.05,1.46,0,0.38
2002040220,12.79,0.14,73.86,89.23,1.21,0,1.13
2002040221,12.15,0.09,73.92,91.65,0.89,0,1.13
2002040222,11.7,0.06,73.94,92.82,0.62,0,1.13
2002040223,11.33,0.04,73.94,94.07,0.42,0,0.19
2002040300,10.95,0.04,73.92,95.38,0.37,0,1.63
2002040301,10.65,0.05,73.9,96.17,0.38,0,3.08
2002040302,10.33,0.06,73.88,96.92,0.46,0,4.52
2002040303,9.94,0.09,73.88,97.94,0.58,0,3.39
2002040304,9.47,0.1,73.9,99.33,0.65,0,2.26
2002040305,9.09,0.1,73.95,100,0.66,0,3.75
