fecha,T2M,PRECTOTCORR,PS,RH2M,WS2M,ALLSKY_SFC_SW_DWN,CLOUD_AMT
2026080100,6.3,0.02,73.69,57.77,1.15,0.0,12.22
2026080101,5.7,0.02,73.64,53.88,1.48,0.0,14.66
2026080102,5.0,0.03,73.62,49.02,1.63,0.0,11.59
2026080103,4.4,0.07,73.6,46.03,1.79,0.0,15.67
2026080104,4.2,0.12,73.58,44.65,1.76,0.0,18.92
2026080105,3.6,0.18,73.6,42.78,1.77,0.0,17.75
2026080106,3.2,0.13,73.67,42.01,1.8,0.0,24.39
2026080107,6.8,0.18,73.71,37.56,1.89,104.22,23.09
2026080108,11.9,0.22,73.75,27.08,2.65,329.53,18.86
2026080109,17.5,0.14,73.77,17.07,1.93,543.28,26.93
2026080110,20.5,0.24,73.76,12.32,3.18,713.6,16.56
2026080111,22.2,0.12,73.7,12.56,3.95,798.27,18.52
2026080112,23.5,0.17,73.62,11.58,4.33,860.01,11.04
2026080113,24.1,0.56,73.52,11.68,4.47,834.23,6.78
2026080114,23.9,0.93,73.46,12.42,4.59,724.84,12.61
2026080115,22.6,0.9,73.41,15.09,4.77,556.55,15.7
2026080116,20.7,0.67,73.43,19.31,4.93,333.02,12.6
2026080117,16.5,0.16,73.48,32.01,3.53,98.28,8.65
2026080118,12.4,0.03,73.56,47.52,2.05,0.0,6.32
2026080119,10.8,0.04,73.63,54.05,1.3,0.0,3.91
2026080120,10.1,0.02,73.7,58.59,1.0,0.0,7.64
2026080121,9.3,0.65,73.74,63.21,0.94,0.0,10.01
2026080122,8.5,0.17,73.77,63.93,0.92,0.0,13.59
2026080123,7.6,0.02,73.71,60.89,1.02,0.0,12.65
2026080200,6.5,0.24,73.68,60.72,1.16,0.0,8.66
2026080201,5.9,0.18,73.63,59.57,1.47,0.0,12.81
2026080202,5.1,0.07,73.61,54.84,1.71,0.0,13.15
2026080203,4.6,0.11,73.59,53.12,1.72,0.0,14.48
2026080204,4.5,0.28,73.57,51.43,1.69,0.0,19.32
2026080205,4.0,0.22,73.6,49.72,1.7,0.0,20.05
2026080206,3.8,0.14,73.66,49.12,1.69,0.0,25.64
2026080207,6.8,0.17,73.72,45.3,1.81,102.1,28.06
2026080208,11.7,0.1,73.76,34.12,2.54,329.13,25.77
2026080209,17.1,0.08,73.77,22.54,1.93,543.01,30.69
2026080210,20.4,0.09,73.76,15.75,3.23,718.72,20.46
2026080211,22.3,0.11,73.7,15.58,3.93,817.66,21.29
2026080212,23.5,0.17,73.61,12.66,4.32,866.73,14.18
2026080213,23.7,0.54,73.5,12.6,4.4,836.11,8.36
2026080214,23.6,0.59,73.46,12.75,4.55,698.32,12.89
2026080215,22.9,0.68,73.44,15.85,4.74,539.15,19.56
2026080216,20.5,0.4,73.48,21.4,4.95,324.86,15.48
2026080217,16.9,0.1,73.55,36.05,3.97,97.29,13.11
2026080218,12.9,0.03,73.61,49.91,2.25,0.0,10.74
2026080219,11.3,0.04,73.71,55.76,1.32,0.0,7.06
2026080220,10.7,0.01,73.76,60.56,1.03,0.0,8.93
2026080221,10.2,0.19,73.78,63.9,0.87,0.0,11.01
2026080222,9.1,0.16,73.79,65.09,0.79,0.0,14.23
2026080223,8.2,0.02,73.76,62.86,0.76,0.0,11.8
2026080300,8.0,0.03,73.78,66.46,0.81,0.0,12.62
2026080301,7.5,0.01,73.74,62.31,0.88,0.0,8.67
2026080302,7.2,0.01,73.7,61.12,1.15,0.0,12.85
2026080303,6.5,0.01,73.68,58.65,1.16,0.0,19.15
2026080304,6.2,0.03,73.67,61.11,1.3,0.0,23.35
2026080305,5.9,0.03,73.69,60.11,1.39,0.0,18.15
2026080306,5.7,0.06,73.74,58.3,1.42,0.0,30.47
2026080307,7.9,0.06,73.78,50.83,1.49,106.21,24.07
2026080308,12.4,0.11,73.82,38.32,2.15,330.49,17.16
2026080309,16.4,0.2,73.86,28.69,2.51,543.04,21.01
2026080310,19.3,0.24,73.88,23.8,3.48,708.29,18.81
2026080311,20.9,0.39,73.87,21.32,3.95,814.34,15.27
2026080312,21.9,0.47,73.75,21.28,4.21,872.12,13.97
2026080313,22.3,0.3,73.66,22.47,4.33,827.3,13.26
2026080314,21.8,0.16,73.6,23.31,4.48,691.93,7.46
2026080315,20.8,0.41,73.59,23.52,4.79,518.95,24.51
2026080316,19.4,0.57,73.58,27.99,4.98,307.33,19.09
2026080317,16.2,0.97,73.6,42.92,3.79,90.54,18.22
2026080318,12.8,1.19,73.7,54.43,2.34,0.0,17.33
2026080319,11.4,1.4,73.79,59.6,1.62,0.0,20.01
2026080320,10.7,1.29,73.83,63.22,1.34,0.0,15.78
2026080321,10.0,0.66,73.86,66.27,1.37,0.0,16.77
2026080322,9.6,0.38,73.87,67.44,1.18,0.0,14.39
2026080323,9.0,0.18,73.85,70.09,1.08,0.0,13.53
2026080400,8.6,0.15,73.82,74.24,0.88,0.0,12.09
2026080401,8.0,0.1,73.78,71.16,0.8,0.0,10.9
2026080402,7.4,0.09,73.75,70.36,0.87,0.0,14.94
2026080403,7.1,0.1,73.72,70.14,0.94,0.0,27.39
2026080404,6.7,0.11,73.71,71.66,1.0,0.0,28.91
2026080405,6.3,0.11,73.72,70.21,1.03,0.0,37.57
2026080406,6.4,0.11,73.77,68.33,1.09,0.0,43.17
2026080407,8.1,0.1,73.8,61.42,1.32,93.02,37.59
2026080408,12.4,0.15,73.85,44.52,2.28,302.57,36.32
2026080409,15.5,0.25,73.89,36.11,3.13,502.32,32.4
2026080410,17.6,0.3,73.88,33.3,3.63,671.59,28.08
2026080411,19.1,0.35,73.85,29.05,4.0,786.21,27.26
2026080412,20.0,0.58,73.76,27.1,4.17,873.13,15.0
2026080413,20.5,0.44,73.67,26.94,4.24,834.56,11.43
2026080414,20.6,0.57,73.59,26.77,4.27,696.31,12.49
2026080415,20.1,0.38,73.55,28.67,4.63,521.11,21.42
2026080416,18.5,0.36,73.57,33.05,4.8,311.32,19.87
2026080417,15.8,0.71,73.6,45.27,3.84,92.45,21.19
2026080418,12.5,0.96,73.67,59.7,2.56,0.0,19.91
2026080419,11.3,1.31,73.78,68.36,1.75,0.0,23.14
2026080420,10.6,3.08,73.82,71.1,1.34,0.0,20.76
2026080421,9.9,2.59,73.85,76.64,1.08,0.0,18.9
2026080422,9.3,1.26,73.87,78.13,1.0,0.0,18.48
2026080423,8.7,0.13,73.86,79.28,0.95,0.0,15.61
2026080500,7.8,0.12,73.8,83.78,0.95,0.0,13.57
2026080501,7.6,0.09,73.74,82.72,0.86,0.0,11.29
2026080502,7.2,0.1,73.71,79.87,0.87,0.0,16.27
2026080503,6.9,0.14,73.69,76.32,0.96,0.0,20.56
