fecha,T2M,PRECTOTCORR,PS,RH2M,WS2M,ALLSKY_SFC_SW_DWN,CLOUD_AMT
2002030100,12.25,0.27,73.52,98.4,0.64,0,97.64
2002030101,12.02,0.27,73.51,98.4,0.67,0,93.31
2002030102,11.68,0.28,73.51,99.1,0.73,0,88.42
2002030103,11.24,0.21,73.52,100,0.78,0,85.88
2002030104,10.74,0.15,73.56,100,0.82,0,82.92
2002030105,10.35,0.08,73.61,100,0.85,0,94.3
2002030106,11.09,0.06,73.67,98.51,1.03,16.38,95.75
2002030107,14.39,0.08,73.75,81.92,0.87,159.52,96.18
2002030108,17.74,0.09,73.8,64.11,1.27,376.95,97.56
2002030109,20.12,0.15,73.83,53.1,2.16,584.38,98.91
2002030110,21.66,0.19,73.84,47.9,2.85,725.4,100
2002030111,22.47,0.34,73.82,45.7,3.43,830.88,100
2002030112,22.57,0.45,73.78,45.78,3.83,735,99.35
2002030113,22.15,0.52,73.71,47.5,4.03,640.8,99.25
2002030114,20.88,0.5,73.63,52.13,4.16,577.15,99.32
2002030115,19.42,0.44,73.54,58.23,4.08,419.65,99.28
2002030116,17.74,0.38,73.58,66.22,3.69,265.6,99.26
2002030117,16.02,0.3,73.65,75.98,2.64,133.82,98.65
2002030118,14.5,0.34,73.7,84.26,1.57,20.48,98.97
2002030119,13.47,0.4,73.78,88.97,1.23,0,99.35
2002030120,12.76,0.45,73.86,91.07,0.98,0,99.56
2002030121,11.97,0.47,73.93,92.26,0.92,0,100
2002030122,11.1,0.5,73.97,93.16,1.16,0,100
2002030123,10.83,0.51,73.96,90.95,1.77,0,100
2002030200,10.68,0.44,73.91,88.7,2.07,0,100
2002030201,10.43,0.36,73.87,87.43,1.98,0,100
2002030202,10.24,0.28,73.83,86.72,1.57,0,99.65
2002030203,10.13,0.23,73.82,87.07,1.08,0,99.87
2002030204,9.97,0.16,73.84,89.09,0.68,0,99.47
2002030205,9.87,0.1,73.89,90.03,0.57,0,96.9
2002030206,10.33,0.09,73.93,86.7,0.86,14.75,95.19
2002030207,12.48,0.12,73.98,78.57,1.16,177.55,90.07
2002030208,15.16,0.25,74,69.64,1.92,384.62,91.1
2002030209,17.95,0.29,73.99,57.78,2.58,594.7,90.94
2002030210,19.47,0.23,73.94,52.36,3.06,748.88,93.35
2002030211,20.24,0.24,73.9,50.48,3.58,868.17,86.92
2002030212,20.44,0.29,73.85,50.6,3.98,924.88,43.32
2002030213,20.25,0.38,73.78,51.74,4.15,867.75,74.5
2002030214,19.8,0.54,73.72,53.72,4.14,778.92,72.98
2002030215,19.26,0.68,73.68,56.05,4,605.78,73.18
2002030216,18.36,0.59,73.67,60,3.78,408.17,73.04
2002030217,17.02,0.37,73.68,66.75,3.27,191,78.49
2002030218,15.22,0.26,73.72,78.63,2.01,24.7,86.52
2002030219,14.16,0.24,73.76,86.35,1.55,0,94.2
2002030220,13.43,0.3,73.81,91.21,1.27,0,81.56
2002030221,12.87,0.22,73.85,94.75,1.02,0,63.29
2002030222,12.47,0.12,73.87,96.89,0.84,0,86.36
2002030223,12.09,0.09,73.85,98.89,0.76,0,57.65
2002030300,11.65,0.08,73.8,100,0.71,0,44.81
2002030301,11.28,0.07,73.76,100,0.7,0,66.7
2002030302,11.03,0.05,73.72,100,0.72,0,88.48
2002030303,10.87,0.05,73.71,100,0.71,0,87.9
2002030304,10.7,0.05,73.72,100,0.66,0,87.3
2002030305,10.57,0.05,73.76,100,0.63,0,88.78
2002030306,11.23,0.04,73.8,98.21,0.77,14.82,86.85
2002030307,13.68,0.03,73.86,84.42,1.76,165.25,83.04
2002030308,16.6,0.11,73.89,68.81,2.26,340.55,82.41
2002030309,19.36,0.24,73.88,56.74,2.67,577.28,80.35
2002030310,21.1,0.72,73.84,51.06,3.08,770.25,8.64
2002030311,22.11,1.42,73.79,48.55,3.52,872.62,60.01
2002030312,22.7,2.23,73.74,47.35,3.92,836.72,71.52
2002030313,22.75,2.46,73.67,47.59,4.19,788,65.52
2002030314,22.47,2.3,73.61,48.32,4.3,699.53,58.69
2002030315,21.62,1.93,73.57,50.68,4.21,532.28,67.87
2002030316,20.37,1.35,73.57,54.73,3.94,330.38,75.17
2002030317,18.72,0.89,73.59,61.19,3.39,156.93,81.78
2002030318,16.3,0.52,73.63,75.93,1.82,19.48,90.64
2002030319,14.76,0.33,73.67,85.95,1.17,0,98.58
2002030320,13.87,0.16,73.73,90.53,0.9,0,98.85
2002030321,13.3,0.11,73.78,93.48,0.67,0,98.41
2002030322,12.9,0.11,73.8,95.67,0.51,0,91.01
2002030323,12.59,0.15,73.79,97.63,0.48,0,60.59
2002030400,12.25,0.28,73.77,99.39,0.52,0,52.2
2002030401,11.95,0.14,73.75,100,0.55,0,62.07
2002030402,11.69,0.13,73.73,100,0.6,0,71.54
2002030403,11.43,0.14,73.73,100,0.64,0,67.36
2002030404,11.25,0.13,73.75,100,0.66,0,62.9
2002030405,11.07,0.1,73.8,99.87,0.65,0,69.08
2002030406,11.5,0.1,73.84,96.87,0.83,16.6,64.05
2002030407,14.06,0.09,73.9,83.42,1.58,193.9,55.25
2002030408,17.11,0.25,73.93,68.58,2.01,415.25,52.61
2002030409,19.65,0.47,73.93,57.04,2.29,671.08,48.06
2002030410,21.54,0.86,73.91,50.25,2.86,658.62,83.41
2002030411,22.56,1.45,73.88,47.67,3.45,952.1,1.2
2002030412,22.97,1.65,73.83,46.97,3.87,1047.78,1.23
2002030413,22.96,1.69,73.77,47.67,4.11,978.7,44.62
2002030414,22.51,1.57,73.72,49.39,4.14,847.8,46
2002030415,21.67,1.36,73.69,51.74,4,689.17,35.08
2002030416,20.4,1.04,73.69,55.74,3.66,471.05,28.56
2002030417,18.84,0.5,73.72,62.08,3.02,227.57,35.97
2002030418,16.57,0.21,73.76,77.31,1.5,26.65,51.37
2002030419,15.28,0.16,73.82,85.71,1,0,64.35
2002030420,14.52,0.17,73.87,89.37,0.82,0,77.67
2002030421,13.9,0.22,73.92,91.92,0.68,0,77.57
2002030422,13.54,0.32,73.94,93.74,0.6,0,49.7
2002030423,13.25,0.41,73.92,95.51,0.44,0,28.57
2002030500,13.03,0.4,73.89,96.62,0.34,0,18.5
2002030501,12.83,0.44,73.86,97.21,0.31,0,18.16
2002030502,12.74,0.31,73.82,96.79,0.33,0,17.38
2002030503,12.63,0.29,73.82,96.29,0.32,0,23.27
2002030504,12.63,0.3,73.86,95.15,0.22,0,28.94
2002030505,12.45,0.27,73.93,94.98,0.41,0,17.93
2002030506,12.77,0.3,73.98,93.47,0.47,20.12,18.82
2002030507,15.18,0.31,74.03,79.99,0.24,223.45,14.05
2002030508,17.61,1.25,74.06,65.1,1.41,467.67,20.38
2002030509,19.69,0.78,74.07,54.55,2.22,700.33,21.71
2002030510,21.26,0.65,74.05,48.76,2.87,846.85,26.24
2002030511,22.28,1.07,74.02,46.19,3.33,1017.78,27.53
2002030512,22.8,1.69,73.96,45.47,3.65,1025.1,41.95
2002030513,22.83,2.46,73.89,45.81,3.84,959.15,46.93
2002030514,22.15,3.23,73.83,47.97,3.87,823.5,51.41
2002030515,21.02,4.03,73.79,51.7,3.67,657.3,52.82
2002030516,19.56,4.27,73.78,57.35,3.28,413.4,73.74
2002030517,17.95,3.27,73.8,66.17,2.67,188.48,80.07
2002030518,16.18,3.97,73.84,79.72,1.58,22.48,87.78
2002030519,15.22,5.07,73.88,86.85,1.2,0,95.39
2002030520,14.51,6.29,73.92,90.97,0.96,0,93.71
2002030521,13.88,6.34,73.96,93.48,0.71,0,98.61
