fecha,T2M,PRECTOTCORR,PS,RH2M,WS2M,ALLSKY_SFC_SW_DWN,CLOUD_AMT
2002110100,9.5,0,73.75,87.97,1.7,0,99.89
2002110101,9.13,0,73.69,90.63,1.48,0,100
2002110102,8.8,0,73.65,92.73,1.15,0,97.4
2002110103,8.49,0,73.64,94.58,0.88,0,97.14
2002110104,8.14,0,73.65,96.54,0.68,0,96.69
2002110105,7.79,0,73.66,98.55,0.59,0,77.48
2002110106,8.73,0,73.68,92.27,1.32,135.88,50.46
2002110107,12.02,0,73.71,71.34,2.18,363.88,37.18
2002110108,16.21,0.14,73.73,50.36,2.05,620.9,21.7
2002110109,19.61,0.16,73.72,38.29,2.19,840.67,21.18
2002110110,22.11,0.22,73.69,31.98,2.89,1017.83,10.14
2002110111,23.9,0.3,73.65,28.56,3.75,1092.93,10.82
2002110112,24.94,0.51,73.6,27.22,4.49,1081.68,13.11
2002110113,25.35,0.78,73.53,26.98,5.1,959.25,10.16
2002110114,25,1.02,73.49,28.01,5.49,685.53,72.61
2002110115,23.93,1.06,73.46,30.48,5.61,508.9,39.37
2002110116,22.14,0.83,73.46,34.98,5.5,329.65,67.49
2002110117,19.76,0.65,73.51,42.29,5.01,139.02,62.87
2002110118,17.21,0.37,73.57,53,3.88,9,58.39
2002110119,15.36,0.18,73.63,63.84,2.88,0,52.82
2002110120,14.15,0.08,73.67,71.82,2.34,0,26.35
2002110121,13.17,0.04,73.7,78.05,1.9,0,8.79
2002110122,12.35,0.03,73.71,82.78,1.53,0,7.64
2002110123,11.65,0.02,73.68,86.91,1.11,0,28.89
2002110200,10.94,0.01,73.63,90.68,0.81,0,16.34
2002110201,10.15,0.01,73.57,95.05,0.65,0,18.33
2002110202,9.38,0.01,73.53,99.73,0.71,0,17.83
2002110203,9.09,0.01,73.51,100,0.73,0,14.29
2002110204,8.87,0.01,73.52,100,0.79,0,10.29
2002110205,8.6,0,73.54,100,0.9,0,11.74
2002110206,10.13,0,73.57,89.7,1.06,152.05,3.34
2002110207,14.59,0,73.62,64.19,1.87,390.17,10.01
2002110208,18.4,0,73.63,47.83,2.79,640.85,9.15
2002110209,21.33,0.03,73.62,38.04,3.24,858.4,8.26
2002110210,23.66,0.72,73.58,32,3.72,1007.83,8.47
2002110211,25.42,2.56,73.52,28.31,4.23,1103.07,4.53
2002110212,26.49,4.23,73.44,26.64,4.77,1066.47,0.55
2002110213,26.79,5.98,73.35,26.64,5.23,922.35,6.69
2002110214,26.31,6.79,73.27,28.26,5.56,760.67,18.83
2002110215,25.14,5.56,73.22,31.47,5.69,528.1,32.75
2002110216,23.19,3.07,73.22,36.97,5.53,289.05,63.3
2002110217,20.71,1.31,73.26,45.56,5.06,116.7,70.38
2002110218,18.12,0.94,73.33,57,4.13,8.4,74.74
2002110219,16.07,0.85,73.38,68.46,3.28,0,81.27
2002110220,14.65,0.72,73.42,77.27,2.77,0,79.75
2002110221,13.65,0.29,73.45,84.12,2.23,0,66.13
2002110222,13.03,0.05,73.47,88.3,1.84,0,48.84
2002110223,12.51,0.01,73.42,91.31,1.59,0,33.07
2002110300,11.94,0,73.36,94.22,1.25,0,9.1
2002110301,11.48,0,73.3,95.51,1.03,0,7.52
2002110302,10.93,0,73.26,94.38,0.95,0,12.16
2002110303,10.05,0,73.24,91.67,1.03,0,14
2002110304,9.25,0,73.26,84.39,1.21,0,15.25
2002110305,8.46,0,73.31,73.89,1.43,0,21.43
2002110306,10.09,0,73.35,52.6,2.3,158.07,15.56
2002110307,14.65,0,73.4,27.11,3.62,418.95,6.29
2002110308,20.62,0,73.43,13.14,2.26,675.33,3.8
2002110309,24.52,0,73.43,8.84,0.7,895.5,6.89
2002110310,26.7,0,73.4,8.27,1.86,1044.12,9.51
2002110311,28.28,0,73.35,8.48,2.87,1114.65,34
2002110312,29.28,0,73.29,9.06,3.76,1081.85,34.06
2002110313,29.69,0,73.22,10.05,4.41,959.35,60.72
2002110314,29.36,0,73.16,11.95,4.88,741.03,71.7
2002110315,28.23,0.18,73.14,15.68,5.33,436.08,64.05
2002110316,26.27,0.96,73.16,22.38,5.6,256.4,82.98
2002110317,23.52,1.16,73.24,33.24,5.43,116.4,79.56
2002110318,20.09,0.94,73.36,49.63,4.15,8.98,72.51
2002110319,17.83,0.8,73.48,64.61,3.23,0,68.01
2002110320,16.33,0.82,73.57,74.28,3.19,0,91.71
2002110321,15.27,0.84,73.62,78.15,3.3,0,82.72
2002110322,14.44,1.16,73.65,78.57,2.69,0,82.34
2002110323,13.71,1.52,73.62,81,1.34,0,65.74
2002110400,13.28,2.22,73.53,83.2,0.49,0,97.27
2002110401,12.78,2.94,73.46,85.18,0.44,0,61.81
2002110402,12.6,4.07,73.5,83.84,1.38,0,84.85
2002110403,12.09,4.35,73.53,86.24,2.12,0,78.96
2002110404,11.58,4.8,73.57,89.24,2.17,0,72.45
2002110405,11.24,4.22,73.61,90.63,2.21,0,74.79
2002110406,11.05,3.47,73.67,89.54,2.82,106.75,77.86
2002110407,10.85,3.59,73.74,83.7,3.75,265.75,81.21
2002110408,10.46,0.1,73.82,76.73,4,461.42,83.26
2002110409,10.58,0.1,73.87,68.61,3.9,642.6,79.5
2002110410,11.58,0.1,73.85,61.17,3.57,804.15,99.93
2002110411,12.72,0.11,73.82,56.8,3.11,806.5,78.85
2002110412,13.77,0.11,73.76,53.81,3.11,743.42,88.06
2002110413,15.15,0.11,73.67,49.77,3.69,666.8,89.06
2002110414,16.52,0.1,73.59,45.92,4.74,679.33,79.42
2002110415,15.94,0.1,73.56,47.37,5.4,388.52,77.68
2002110416,14.2,0.08,73.59,52.21,5.11,199.52,83.8
2002110417,12.25,0.08,73.68,58.38,4.4,79.28,87.62
2002110418,10.56,0.07,73.77,64.65,3.52,5.47,92.77
2002110419,9.46,0.08,73.86,69.18,2.87,0,99.76
2002110420,8.7,0.09,73.93,72.26,2.32,0,100
2002110421,8.21,0.1,73.97,73.87,2.14,0,100
2002110422,7.83,0.1,73.97,74.82,2.18,0,99.79
2002110423,7.41,0.08,73.96,76.3,1.9,0,98.29
2002110500,6.88,0.05,73.93,78.85,1.51,0,99.52
2002110501,6,0.03,73.87,83.71,1.01,0,95.8
2002110502,5.13,0.01,73.81,86.31,0.86,0,98.78
2002110503,4.71,0.01,73.8,87.22,0.67,0,99.12
2002110504,4.53,0,73.83,87.94,0.38,0,98
2002110505,4.36,0,73.87,88.77,0.3,0,95.32
2002110506,5.17,0,73.9,84.04,0.66,102.47,94.13
2002110507,8.02,0,73.92,67.66,1.1,285.4,93.41
2002110508,12.25,0,73.94,48.01,0.63,483.75,96.02
2002110509,16.14,0,73.95,34.16,1.38,677.05,96.86
2002110510,19.08,0,73.93,26.71,2.75,836.4,97.45
2002110511,21.01,0,73.9,23.36,4,976.8,99.2
2002110512,22.05,0,73.84,22.21,4.9,945.83,91.96
2002110513,22.34,0,73.78,22.37,5.51,829.85,99.5
2002110514,21.96,0,73.73,23.24,5.85,710.22,99.15
2002110515,20.88,0,73.7,24.91,6,557.3,81.56
2002110516,19.04,0,73.71,28.35,5.81,334.88,82.95
2002110517,16.51,0,73.76,34.15,5.25,136.1,86.93
2002110518,13.33,0,73.84,44.13,4.06,8.12,95.85
2002110519,10.74,0,73.93,56.34,2.74,0,98.92
2002110520,9.18,0,74,65.56,2.17,0,99.04
2002110521,8.13,0,74.07,72.74,1.72,0,98.73
2002110522,7.5,0,74.1,77.45,1.33,0,99.36
2002110523,7.09,0,74.08,79.99,0.99,0,99.57
2002110600,6.83,0,74.05,80.8,0.66,0,99.43
2002110601,6.76,0,74.01,79.95,0.32,0,97.59
