fecha,T2M,PRECTOTCORR,PS,RH2M,WS2M,ALLSKY_SFC_SW_DWN,CLOUD_AMT
2002050100,10.81,0.75,73.96,98.49,0.53,0,10.76
2002050101,10.69,0.61,73.93,98.23,0.55,0,13.76
2002050102,10.52,0.48,73.89,98.19,0.58,0,67.62
2002050103,10.35,0.34,73.86,98.91,0.58,0,58.21
2002050104,10.18,0.23,73.85,99.55,0.57,0,48.49
2002050105,9.93,0.18,73.86,100,0.59,0,34.96
2002050106,9.85,0.25,73.9,100,0.63,4.9,31.64
2002050107,11.35,0.21,73.93,95.43,1.54,149.7,21.32
2002050108,12.86,0.11,73.96,90.76,2.42,378.5,19
2002050109,14.47,0.15,73.97,83.38,3.51,592.72,17.81
2002050110,16.3,0.36,73.95,72.41,4.39,750.38,17.06
2002050111,17.91,0.41,73.9,63.17,4.69,845.03,18.46
2002050112,19,0.52,73.84,57.78,4.75,889.42,10.14
2002050113,19.3,0.76,73.77,55.56,4.72,856.72,0.42
2002050114,18.99,1.42,73.72,56.55,4.65,733.3,0.4
2002050115,18.04,1.79,73.69,60.39,4.45,548.85,0.4
2002050116,16.73,1.43,73.69,66.89,4.11,320.5,0.39
2002050117,15.06,0.27,73.71,76.78,3.02,79.57,0.39
2002050118,13.33,0.14,73.74,87.76,1.82,0,0.38
2002050119,12.63,0.12,73.79,92.73,1.48,0,0.38
2002050120,12.27,0.1,73.84,95.59,1.32,0,0.37
2002050121,12.02,0.07,73.87,97.38,1.22,0,0
2002050122,11.64,0.04,73.87,99.6,1.18,0,0
2002050123,11.23,0.02,73.84,100,1.16,0,5.79
2002050200,10.83,0.01,73.8,100,1.04,0,4.53
2002050201,10.4,0.01,73.75,100,0.95,0,8.01
2002050202,9.9,0.06,73.7,100,0.92,0,1.13
2002050203,9.3,0.28,73.67,100,0.92,0,3.6
2002050204,8.66,0.01,73.67,100,0.98,0,5.87
2002050205,8.06,0,73.7,100,1.09,0,6.18
2002050206,7.32,0,73.74,100,1.23,5.82,5.23
2002050207,10.65,0,73.78,79.02,2.16,167.7,4.33
2002050208,14.74,0,73.81,59.47,2.39,413.02,3.32
2002050209,20.02,0,73.82,38.83,1.57,632.85,2.3
2002050210,22.88,0,73.8,30.18,1.55,798.58,2.28
2002050211,24.55,0,73.74,26.09,2.07,899.45,0
2002050212,25.4,0,73.68,24.68,2.87,916.55,1.04
2002050213,25.54,0.09,73.63,25.17,3.55,858.53,2.08
2002050214,25.02,0.56,73.58,27.35,4.05,731.67,3.12
2002050215,23.83,1.12,73.56,31.38,4.37,543.45,4.16
2002050216,21.95,0.99,73.58,38.28,4.31,316.08,4.41
2002050217,18.61,0.87,73.62,54.67,2.81,77.38,4.31
2002050218,14.82,0.56,73.69,77.26,1.46,0,7.3
